0,0,0,0.0046875,0.004166667,0.009375,0.004166667,0.0125,0.010416667,0.01875,0.0125,0.021875,0.0125,0.00625,0.010416667,-0.0078125,0.014583333,-0.028125,0.027083333,-0.0484375,0.047916667,-0.0734375,0.077083333,-0.0921875,0.1125,-0.128125,0.160416667,-0.1390625,0.208333333,-0.83125,-0.35,-0.178125,0.439583333
0,0,0,0.0046875,0.002083333,0.0046875,0,0.003125,0.002083333,0.003125,0,-0.0046875,0.014583333,-0.0078125,0.00625,-0.015625,0.010416667,-0.0265625,0.014583333,-0.8421875,-0.366666667,-0.14375,0.125,-0.2046875,0.183333333,-0.1875,0.185416667,-0.2328125,0.252083333,-0.2640625,0.208333333,-0.275,0.445833333
0,0,0,0.0015625,-0.002083333,0.0046875,-0.004166667,-0.009375,0.014583333,-0.009375,0.014583333,-0.0296875,0.039583333,-0.0578125,0.079166667,-0.1015625,0.116666667,-0.1375,0.175,-0.1765625,0.227083333,-0.196875,0.304166667,-0.209375,0.352083333,-0.221875,0.360416667,-0.2296875,0.402083333,-0.2265625,0.4875,-0.209375,0.502083333
0,0,0,-0.003125,-0.00625,-0.0109375,-0.0125,-0.0234375,-0.014583333,-0.0453125,-0.00625,-0.065625,0.008333333,-0.0875,0.03125,-0.115625,0.054166667,-0.140625,0.08125,-0.165625,0.114583333,-0.190625,0.152083333,-0.21875,0.2,-0.234375,0.25,-0.2515625,0.3,-0.2703125,0.354166667,-0.2796875,0.383333333
0,0,0,-0.0140625,0.008333333,-0.0328125,0.01875,-0.0515625,0.03125,-0.071875,0.052083333,-0.090625,0.070833333,-0.1140625,0.1,-0.1328125,0.125,-0.1546875,0.160416667,-0.1734375,0.195833333,-0.19375,0.241666667,-0.20625,0.2875,-0.221875,0.333333333,-0.2328125,0.36875,-0.2359375,0.39375,-0.240625,0.4
0,0,0,-0.0171875,0.010416667,-0.03125,0.027083333,-0.046875,0.039583333,-0.0609375,0.060416667,-0.078125,0.083333333,-0.0796875,0.08125,-0.0953125,0.1125,-0.109375,0.141666667,-0.1234375,0.172916667,-0.1546875,0.25625,-0.165625,0.289583333,-0.1796875,0.333333333,-0.1859375,0.366666667,-0.1921875,0.404166667,-0.196875,0.4375
0,0,0,-0.009375,0.0125,-0.021875,0.027083333,-0.0359375,0.041666667,-0.071875,0.08125,-0.071875,0.075,-0.0875,0.104166667,-0.1,0.127083333,-0.115625,0.15625,-0.1328125,0.191666667,-0.1484375,0.227083333,-0.1625,0.2625,-0.175,0.297916667,-0.1828125,0.333333333,-0.19375,0.36875,-0.1984375,0.395833333
0,0,0,-0.0140625,0.014583333,-0.025,0.03125,-0.040625,0.052083333,-0.053125,0.072916667,-0.065625,0.102083333,-0.075,0.13125,-0.0875,0.166666667,-0.0984375,0.208333333,-0.1078125,0.245833333,-0.121875,0.277083333,-0.1265625,0.308333333,-0.1296875,0.335416667,-0.1375,0.364583333,-0.140625,0.3875,-0.1421875,0.404166667
0,0,0,-0.0140625,0.008333333,-0.0265625,0.01875,-0.04375,0.035416667,-0.0578125,0.052083333,-0.071875,0.075,-0.0890625,0.095833333,-0.1046875,0.120833333,-0.1203125,0.145833333,-0.13125,0.175,-0.1453125,0.202083333,-0.1609375,0.23125,-0.171875,0.2625,-0.1828125,0.29375,-0.190625,0.31875,-0.196875,0.345833333
0,0,0,-0.015625,0.022916667,-0.015625,0.01875,-0.034375,0.04375,-0.0484375,0.072916667,-0.0671875,0.10625,-0.0828125,0.139583333,-0.096875,0.164583333,-0.125,0.239583333,-0.1375,0.260416667,-0.146875,0.289583333,-0.15625,0.314583333,-0.1546875,0.316666667,-0.1625,0.335416667,-0.165625,0.354166667,-0.16875,0.372916667
