3,0,0,-0.238670695,-0.060422961,-0.419939577,-0.178247734,-0.552870091,-0.317220544,-0.567975831,-0.447129909,-0.271903323,-0.413897281,-0.413897281,-0.540785498,-0.50755287,-0.525679758,-0.555891239,-0.465256798,-0.163141994,-0.50755287,-0.244712991,-0.709969789,-0.33836858,-0.842900302,-0.419939577,-0.933534743,-0.042296073,-0.53776435,-0.033232628,-0.746223565,-0.054380665,-0.891238671,-0.090634441,-1,0.066465257,-0.52265861,0.129909366,-0.694864048,0.157099698,-0.806646526,0.163141994,-0.900302115
3,0,0,-0.225225225,-0.06006006,-0.402402402,-0.186186186,-0.531531532,-0.321321321,-0.558558559,-0.444444444,-0.249249249,-0.432432432,-0.393393393,-0.54954955,-0.486486486,-0.51951952,-0.534534535,-0.45045045,-0.144144144,-0.522522523,-0.228228228,-0.717717718,-0.318318318,-0.846846847,-0.399399399,-0.936936937,-0.027027027,-0.546546547,-0.03003003,-0.753753754,-0.063063063,-0.894894895,-0.102102102,-1,0.087087087,-0.522522523,0.15015015,-0.690690691,0.18018018,-0.804804805,0.192192192,-0.897897898
3,0,0,-0.231927711,-0.060240964,-0.409638554,-0.180722892,-0.542168675,-0.31626506,-0.554216867,-0.445783133,-0.259036145,-0.424698795,-0.40060241,-0.545180723,-0.490963855,-0.530120482,-0.539156627,-0.46686747,-0.153614458,-0.515060241,-0.231927711,-0.713855422,-0.322289157,-0.84939759,-0.397590361,-0.936746988,-0.036144578,-0.545180723,-0.045180723,-0.753012048,-0.081325301,-0.894578313,-0.120481928,-1,0.078313253,-0.527108434,0.144578313,-0.692771084,0.171686747,-0.810240964,0.18373494,-0.903614458
3,0,0,-0.229850746,-0.068656716,-0.402985075,-0.191044776,-0.531343284,-0.319402985,-0.555223881,-0.447761194,-0.250746269,-0.426865672,-0.379104478,-0.552238806,-0.471641791,-0.537313433,-0.52238806,-0.47761194,-0.146268657,-0.513432836,-0.217910448,-0.710447761,-0.304477612,-0.844776119,-0.376119403,-0.940298507,-0.026865672,-0.543283582,-0.035820896,-0.752238806,-0.062686567,-0.892537313,-0.098507463,-1,0.086567164,-0.528358209,0.146268657,-0.698507463,0.173134328,-0.808955224,0.188059701,-0.898507463
3,0,0,-0.28,-0.003333333,-0.47,-0.03,-0.636666667,-0.036666667,-0.736666667,-0.126666667,-0.373333333,-0.403333333,-0.623333333,-0.44,-0.733333333,-0.29,-0.76,-0.13,-0.296666667,-0.49,-0.48,-0.703333333,-0.666666667,-0.796666667,-0.833333333,-0.84,-0.196666667,-0.506666667,-0.266666667,-0.76,-0.373333333,-0.903333333,-0.466666667,-1,-0.1,-0.463333333,-0.09,-0.676666667,-0.11,-0.833333333,-0.15,-0.973333333
3,0,0,-0.228956229,0.02020202,-0.414141414,-0.006734007,-0.582491582,-0.04040404,-0.65993266,-0.141414141,-0.276094276,-0.38047138,-0.498316498,-0.457912458,-0.609427609,-0.356902357,-0.64983165,-0.235690236,-0.191919192,-0.488215488,-0.356902357,-0.713804714,-0.515151515,-0.808080808,-0.65993266,-0.851851852,-0.070707071,-0.525252525,-0.151515152,-0.787878788,-0.262626263,-0.919191919,-0.377104377,-1,0.050505051,-0.505050505,0.077441077,-0.720538721,0.060606061,-0.855218855,0.013468013,-0.962962963
3,0,0,-0.231707317,-0.042682927,-0.393292683,-0.131097561,-0.530487805,-0.18902439,-0.594512195,-0.298780488,-0.259146341,-0.457317073,-0.445121951,-0.551829268,-0.551829268,-0.463414634,-0.588414634,-0.341463415,-0.173780488,-0.533536585,-0.286585366,-0.740853659,-0.426829268,-0.823170732,-0.548780488,-0.826219512,-0.06097561,-0.545731707,-0.094512195,-0.786585366,-0.198170732,-0.905487805,-0.301829268,-0.966463415,0.051829268,-0.506097561,0.100609756,-0.713414634,0.091463415,-0.868902439,0.045731707,-1
3,0,0,-0.225225225,-0.051051051,-0.396396396,-0.132132132,-0.534534535,-0.192192192,-0.585585586,-0.309309309,-0.264264264,-0.456456456,-0.447447447,-0.552552553,-0.54954955,-0.462462462,-0.582582583,-0.339339339,-0.174174174,-0.537537538,-0.285285285,-0.741741742,-0.417417417,-0.825825826,-0.531531532,-0.837837838,-0.066066066,-0.552552553,-0.099099099,-0.786786787,-0.192192192,-0.906906907,-0.291291291,-0.96996997,0.042042042,-0.525525526,0.09009009,-0.720720721,0.081081081,-0.870870871,0.036036036,-1
3,0,0,-0.218461538,-0.061538462,-0.406153846,-0.175384615,-0.547692308,-0.264615385,-0.516923077,-0.393846154,-0.221538462,-0.473846154,-0.381538462,-0.569230769,-0.464615385,-0.464615385,-0.48,-0.332307692,-0.135384615,-0.550769231,-0.227692308,-0.763076923,-0.356923077,-0.843076923,-0.467692308,-0.833846154,-0.033846154,-0.566153846,-0.067692308,-0.806153846,-0.178461538,-0.916923077,-0.276923077,-0.953846154,0.067692308,-0.532307692,0.107692308,-0.741538462,0.092307692,-0.886153846,0.043076923,-1
3,0,0,-0.232258065,-0.074193548,-0.412903226,-0.187096774,-0.548387097,-0.264516129,-0.538709677,-0.393548387,-0.212903226,-0.519354839,-0.387096774,-0.619354839,-0.493548387,-0.496774194,-0.529032258,-0.341935484,-0.129032258,-0.587096774,-0.235483871,-0.803225806,-0.367741935,-0.877419355,-0.490322581,-0.864516129,-0.025806452,-0.593548387,-0.077419355,-0.822580645,-0.196774194,-0.919354839,-0.319354839,-0.938709677,0.080645161,-0.55483871,0.106451613,-0.761290323,0.077419355,-0.893548387,0.003225806,-1
3,0,0,-0.234939759,-0.075301205,-0.406626506,-0.189759036,-0.527108434,-0.307228916,-0.481927711,-0.448795181,-0.225903614,-0.454819277,-0.379518072,-0.557228916,-0.457831325,-0.475903614,-0.469879518,-0.373493976,-0.144578313,-0.536144578,-0.28313253,-0.713855422,-0.412650602,-0.804216867,-0.527108434,-0.870481928,-0.036144578,-0.56626506,-0.126506024,-0.771084337,-0.234939759,-0.888554217,-0.334337349,-0.975903614,0.078313253,-0.554216867,0.087349398,-0.762048193,0.06626506,-0.894578313,0.024096386,-1
3,0,0,-0.23006135,-0.061349693,-0.432515337,-0.17791411,-0.570552147,-0.309815951,-0.524539877,-0.444785276,-0.26993865,-0.441717791,-0.429447853,-0.549079755,-0.481595092,-0.460122699,-0.481595092,-0.36196319,-0.180981595,-0.536809816,-0.331288344,-0.720858896,-0.45398773,-0.806748466,-0.564417178,-0.880368098,-0.073619632,-0.576687117,-0.165644172,-0.791411043,-0.263803681,-0.90797546,-0.36196319,-1,0.039877301,-0.570552147,0.055214724,-0.773006135,0.04601227,-0.895705521,0.009202454,-1
3,0,0,-0.217910448,-0.062686567,-0.4,-0.194029851,-0.52238806,-0.319402985,-0.486567164,-0.465671642,-0.217910448,-0.468656716,-0.364179104,-0.573134328,-0.444776119,-0.48358209,-0.465671642,-0.376119403,-0.137313433,-0.549253731,-0.262686567,-0.725373134,-0.394029851,-0.808955224,-0.510447761,-0.868656716,-0.029850746,-0.573134328,-0.101492537,-0.782089552,-0.208955224,-0.898507463,-0.310447761,-0.982089552,0.08358209,-0.546268657,0.095522388,-0.752238806,0.07761194,-0.88358209,0.03880597,-1
3,0,0,-0.228915663,-0.075301205,-0.415662651,-0.201807229,-0.536144578,-0.334337349,-0.478915663,-0.460843373,-0.231927711,-0.451807229,-0.38253012,-0.557228916,-0.454819277,-0.475903614,-0.469879518,-0.38253012,-0.147590361,-0.536144578,-0.286144578,-0.719879518,-0.421686747,-0.807228916,-0.539156627,-0.879518072,-0.042168675,-0.572289157,-0.126506024,-0.786144578,-0.228915663,-0.903614458,-0.328313253,-0.993975904,0.069277108,-0.563253012,0.084337349,-0.771084337,0.072289157,-0.894578313,0.042168675,-1
3,0,0,-0.226586103,-0.072507553,-0.416918429,-0.196374622,-0.546827795,-0.329305136,-0.501510574,-0.46223565,-0.238670695,-0.450151057,-0.383685801,-0.564954683,-0.450151057,-0.486404834,-0.46223565,-0.386706949,-0.151057402,-0.534743202,-0.283987915,-0.722054381,-0.413897281,-0.812688822,-0.534743202,-0.885196375,-0.039274924,-0.567975831,-0.117824773,-0.785498489,-0.220543807,-0.903323263,-0.320241692,-0.990936556,0.075528701,-0.558912387,0.093655589,-0.767371601,0.084592145,-0.891238671,0.051359517,-1
3,0,0,-0.213017751,-0.062130178,-0.396449704,-0.192307692,-0.517751479,-0.316568047,-0.473372781,-0.452662722,-0.221893491,-0.455621302,-0.372781065,-0.556213018,-0.458579882,-0.473372781,-0.482248521,-0.369822485,-0.139053254,-0.538461538,-0.272189349,-0.718934911,-0.408284024,-0.801775148,-0.523668639,-0.863905325,-0.032544379,-0.568047337,-0.109467456,-0.781065089,-0.210059172,-0.899408284,-0.301775148,-0.98816568,0.076923077,-0.547337278,0.097633136,-0.75147929,0.088757396,-0.881656805,0.059171598,-1
3,0,0,-0.225225225,-0.072072072,-0.423423423,-0.201201201,-0.552552553,-0.336336336,-0.486486486,-0.468468468,-0.246246246,-0.45045045,-0.393393393,-0.564564565,-0.456456456,-0.489489489,-0.468468468,-0.393393393,-0.162162162,-0.540540541,-0.3003003,-0.723723724,-0.426426426,-0.816816817,-0.540540541,-0.891891892,-0.057057057,-0.576576577,-0.144144144,-0.78978979,-0.246246246,-0.906906907,-0.342342342,-0.993993994,0.057057057,-0.567567568,0.072072072,-0.774774775,0.057057057,-0.897897898,0.024024024,-1
3,0,0,-0.220238095,-0.068452381,-0.416666667,-0.199404762,-0.538690476,-0.345238095,-0.473214286,-0.473214286,-0.241071429,-0.446428571,-0.383928571,-0.55952381,-0.446428571,-0.488095238,-0.461309524,-0.401785714,-0.154761905,-0.535714286,-0.288690476,-0.717261905,-0.416666667,-0.803571429,-0.529761905,-0.880952381,-0.047619048,-0.571428571,-0.130952381,-0.785714286,-0.229166667,-0.904761905,-0.324404762,-1,0.068452381,-0.56547619,0.089285714,-0.770833333,0.080357143,-0.889880952,0.053571429,-0.99702381
3,0,0,-0.211309524,-0.071428571,-0.398809524,-0.199404762,-0.526785714,-0.321428571,-0.491071429,-0.458333333,-0.229166667,-0.452380952,-0.37797619,-0.56547619,-0.455357143,-0.482142857,-0.476190476,-0.37797619,-0.142857143,-0.535714286,-0.267857143,-0.720238095,-0.395833333,-0.8125,-0.511904762,-0.880952381,-0.038690476,-0.56547619,-0.110119048,-0.782738095,-0.211309524,-0.898809524,-0.3125,-0.985119048,0.077380952,-0.553571429,0.098214286,-0.758928571,0.086309524,-0.889880952,0.050595238,-1
